feature_set_name,hidden_sizes,dropout,lr,weight_decay,optimizer,scheduler,batch_size,activation,loss_name,use_batchnorm,seed,block,run_id
geo_knn_macro,"(256, 256, 128)",0.25,0.0005,0.0001,adamw,plateau,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1804
all_without_current_crime_only,"(256, 256, 128)",0.3,0.001,0.0001,adamw,cosine,256,gelu,mse,False,62,block2_mixed_feature_sets,1805
geo_knn_macro,"(128, 128)",0.2,0.001,0.0001,adam,plateau,64,gelu,mse,True,62,block2_mixed_feature_sets,1806
crime_only_subset,"(128, 128)",0.1,0.0007,0.002,adamw,cosine,64,gelu,mse,False,52,block2_mixed_feature_sets,1807
all_features,"(256, 256)",0.2,0.001,0.0001,adam,plateau,256,gelu,mse,False,52,block2_mixed_feature_sets,1808
geo_knn_macro,"(256, 128, 64)",0.3,0.0005,0.001,adam,cosine,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1809
geo_knn_macro,"(256, 128, 64)",0.25,0.0007,0.0005,adam,plateau,256,gelu,mse,False,52,block2_mixed_feature_sets,1810
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.001,0.0001,adam,plateau,256,gelu,mse,False,42,block2_mixed_feature_sets,1811
geo_knn_macro,"(512, 256)",0.1,0.0007,0.0005,adamw,plateau,64,gelu,mse,True,52,block2_mixed_feature_sets,1812
geo_knn_density_macro,"(512, 256, 128)",0.25,0.0005,0.0005,adam,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,1813
geo_knn_macro,"(512, 256)",0.1,0.0007,0.001,adamw,cosine,256,relu,mse,False,62,block2_mixed_feature_sets,1814
all_without_current_crime_only,"(256, 256)",0.25,0.0005,0.0001,adam,plateau,64,relu,mse,False,62,block2_mixed_feature_sets,1815
geo_knn_density_macro,"(512, 256, 128)",0.25,0.001,0.0005,adamw,plateau,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1816
geo_knn_density_macro,"(128, 128, 64)",0.2,0.0005,0.0005,adamw,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1817
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.1,0.001,0.002,adam,plateau,64,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1818
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.001,0.0001,adamw,cosine,256,relu,mse,True,42,block2_mixed_feature_sets,1819
all_features,"(512, 256, 128)",0.3,0.0007,0.001,adam,plateau,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,1820
all_features,"(512, 256)",0.1,0.0003,0.0005,adamw,cosine,256,relu,mse,False,42,block2_mixed_feature_sets,1821
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0003,0.001,adamw,cosine,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1822
geo_knn_macro,"(128, 128, 64)",0.25,0.0003,0.0005,adam,cosine,64,relu,mse,False,42,block2_mixed_feature_sets,1823
geo_knn_macro,"(256, 256, 128)",0.3,0.001,0.001,adam,plateau,256,gelu,mse,True,42,block2_mixed_feature_sets,1824
all_without_current_crime_only,"(256, 256)",0.1,0.0007,0.002,adam,cosine,64,relu,mse,False,42,block2_mixed_feature_sets,1825
all_without_current_crime_only,"(256, 256, 128)",0.3,0.0003,0.001,adam,plateau,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,1826
geo_knn_macro,"(256, 256, 128)",0.3,0.0005,0.0005,adam,plateau,128,gelu,mse,False,42,block2_mixed_feature_sets,1827
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.0003,0.002,adam,cosine,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1828
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0005,0.0001,adam,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,1829
all_features,"(256, 256, 128)",0.2,0.0007,0.002,adamw,plateau,64,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1830
geo_knn_density_macro,"(256, 256, 128)",0.25,0.0005,0.001,adamw,plateau,64,relu,mse,False,42,block2_mixed_feature_sets,1831
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.001,0.0001,adamw,cosine,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,1832
all_features,"(512, 256, 128)",0.35,0.0003,0.0005,adam,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1833
geo_knn_density_macro,"(128, 128)",0.3,0.001,0.001,adam,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1834
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.0005,0.0005,adam,plateau,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1835
all_without_current_crime_only,"(256, 256, 128)",0.3,0.0005,0.001,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,1836
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0007,0.0005,adam,plateau,64,gelu,mse,True,62,block2_mixed_feature_sets,1837
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.0007,0.002,adamw,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1838
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0007,0.002,adam,plateau,64,gelu,mse,True,42,block2_mixed_feature_sets,1839
all_features,"(512, 256, 128)",0.3,0.0007,0.001,adamw,plateau,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1840
all_features,"(128, 128)",0.1,0.0003,0.002,adam,plateau,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1841
geo_macro_plus_city_crime_only,"(128, 128)",0.3,0.0007,0.0001,adamw,plateau,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1842
crime_only_subset,"(128, 128)",0.1,0.0005,0.002,adamw,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1843
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0005,0.002,adamw,plateau,64,gelu,mse,False,42,block2_mixed_feature_sets,1844
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.25,0.0003,0.002,adam,plateau,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1845
geo_macro_plus_city_crime_only,"(512, 256)",0.25,0.0007,0.0001,adamw,plateau,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1846
all_features,"(512, 256, 128)",0.3,0.001,0.0001,adam,cosine,256,relu,mse,False,62,block2_mixed_feature_sets,1847
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.25,0.0005,0.0001,adamw,plateau,64,relu,mse,True,52,block2_mixed_feature_sets,1848
geo_knn_density_macro,"(256, 256)",0.35,0.0003,0.0005,adamw,plateau,128,gelu,mse,False,62,block2_mixed_feature_sets,1849
crime_only_subset,"(512, 256)",0.1,0.0007,0.002,adamw,cosine,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1850
all_without_current_crime_only,"(256, 256)",0.1,0.0005,0.0001,adamw,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,1851
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0007,0.0005,adam,cosine,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1852
all_without_current_crime_only,"(512, 256)",0.1,0.0003,0.001,adamw,plateau,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1853
geo_knn_density_macro,"(128, 128)",0.25,0.0007,0.0001,adamw,cosine,256,relu,mse,True,62,block2_mixed_feature_sets,1854
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.35,0.0003,0.0005,adamw,cosine,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1855
geo_knn_density_macro,"(256, 256, 128)",0.25,0.001,0.0005,adamw,cosine,256,relu,mse,True,52,block2_mixed_feature_sets,1856
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.001,0.0001,adamw,plateau,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1857
geo_knn_macro,"(256, 256)",0.3,0.0003,0.0005,adam,cosine,64,gelu,mse,True,42,block2_mixed_feature_sets,1858
crime_only_subset,"(128, 128)",0.2,0.001,0.001,adam,cosine,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1859
all_without_current_crime_only,"(128, 128)",0.25,0.0007,0.002,adam,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1860
geo_knn_density_macro,"(128, 128)",0.2,0.0007,0.001,adam,cosine,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1861
geo_knn_density_macro,"(256, 256, 128)",0.2,0.0005,0.001,adamw,cosine,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1862
geo_knn_density_macro,"(256, 256, 128)",0.3,0.0005,0.0005,adamw,plateau,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1863
crime_only_subset,"(512, 256)",0.1,0.0007,0.0001,adamw,plateau,128,gelu,mse,False,62,block2_mixed_feature_sets,1864
all_features,"(128, 128, 64)",0.25,0.0005,0.002,adamw,plateau,128,relu,mse,False,52,block2_mixed_feature_sets,1865
geo_knn_density_macro,"(256, 256, 128)",0.25,0.0005,0.002,adamw,plateau,256,relu,mse,False,42,block2_mixed_feature_sets,1866
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.25,0.001,0.0001,adam,cosine,64,gelu,mse,False,62,block2_mixed_feature_sets,1867
geo_knn_density_macro,"(256, 256, 128)",0.3,0.0003,0.001,adam,cosine,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,1868
geo_knn_macro,"(512, 256, 128)",0.2,0.0007,0.002,adamw,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1869
geo_macro_plus_city_crime_only,"(128, 128)",0.2,0.001,0.0001,adamw,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,1870
crime_only_subset,"(256, 256)",0.25,0.0003,0.001,adamw,plateau,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1871
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0007,0.0005,adam,cosine,64,relu,mse,False,62,block2_mixed_feature_sets,1872
geo_knn_macro,"(256, 256, 128)",0.35,0.001,0.001,adamw,cosine,256,relu,smooth_l1,True,42,block2_mixed_feature_sets,1873
geo_knn_macro,"(256, 256, 128)",0.2,0.0007,0.001,adamw,cosine,64,gelu,mse,True,62,block2_mixed_feature_sets,1874
geo_macro_plus_city_crime_only,"(128, 128)",0.3,0.0003,0.001,adam,plateau,256,relu,mse,False,62,block2_mixed_feature_sets,1875
geo_knn_density_macro,"(256, 128, 64)",0.25,0.0005,0.002,adam,plateau,64,relu,smooth_l1,True,42,block2_mixed_feature_sets,1876
geo_macro_plus_city_crime_only,"(256, 256)",0.35,0.0005,0.0001,adam,cosine,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1877
all_without_current_crime_only,"(128, 128)",0.25,0.0003,0.001,adam,plateau,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1878
geo_knn_macro,"(128, 128, 64)",0.35,0.0005,0.001,adamw,cosine,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1879
geo_macro_plus_city_crime_only,"(512, 256)",0.35,0.0005,0.0005,adam,cosine,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1880
geo_macro_plus_city_crime_only,"(256, 256)",0.35,0.0005,0.001,adam,cosine,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1881
geo_knn_density_macro,"(512, 256, 128)",0.25,0.0007,0.0005,adam,plateau,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,1882
all_features,"(256, 256)",0.35,0.0007,0.0001,adam,plateau,64,relu,mse,True,42,block2_mixed_feature_sets,1883
geo_knn_density_macro,"(512, 256, 128)",0.3,0.0005,0.0005,adamw,plateau,128,gelu,mse,True,52,block2_mixed_feature_sets,1884
geo_knn_density_macro,"(256, 128, 64)",0.25,0.0005,0.001,adam,cosine,128,relu,mse,True,52,block2_mixed_feature_sets,1885
all_without_current_crime_only,"(256, 128, 64)",0.25,0.0005,0.002,adamw,cosine,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1886
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.0007,0.0001,adam,cosine,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,1887
geo_knn_density_macro,"(256, 256, 128)",0.2,0.0005,0.002,adamw,plateau,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1888
all_features,"(256, 128, 64)",0.3,0.001,0.0001,adam,plateau,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1889
geo_knn_density_macro,"(256, 256, 128)",0.25,0.001,0.001,adam,plateau,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1890
all_features,"(256, 256, 128)",0.25,0.0005,0.0001,adamw,plateau,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1891
geo_knn_density_macro,"(256, 256, 128)",0.25,0.001,0.0005,adamw,cosine,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1892
all_features,"(128, 128)",0.25,0.0005,0.0005,adamw,plateau,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,1893
geo_knn_density_macro,"(128, 128, 64)",0.35,0.001,0.0005,adam,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1894
all_without_current_crime_only,"(512, 256, 128)",0.25,0.0007,0.001,adamw,cosine,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1895
geo_macro_plus_city_crime_only,"(512, 256)",0.2,0.0007,0.001,adam,cosine,64,relu,mse,True,42,block2_mixed_feature_sets,1896
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.2,0.001,0.001,adamw,plateau,64,relu,mse,False,42,block2_mixed_feature_sets,1897
all_without_current_crime_only,"(128, 128)",0.35,0.0007,0.0005,adamw,plateau,256,relu,mse,True,42,block2_mixed_feature_sets,1898
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.2,0.0007,0.001,adamw,cosine,64,relu,mse,True,52,block2_mixed_feature_sets,1899
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.0003,0.0005,adam,plateau,64,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1900
crime_only_subset,"(512, 256)",0.25,0.001,0.001,adamw,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1901
all_features,"(256, 256)",0.35,0.0003,0.0005,adam,cosine,64,relu,mse,False,52,block2_mixed_feature_sets,1902
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.2,0.0007,0.002,adam,cosine,128,gelu,mse,False,62,block2_mixed_feature_sets,1903
geo_knn_macro,"(256, 256)",0.2,0.0005,0.0001,adamw,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1904
geo_macro_plus_city_crime_only,"(512, 256)",0.3,0.0005,0.001,adam,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,1905
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0003,0.0001,adam,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1906
geo_knn_macro,"(512, 256)",0.3,0.0007,0.002,adamw,cosine,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1907
all_without_current_crime_only,"(512, 256)",0.2,0.0005,0.0005,adamw,cosine,64,relu,mse,False,62,block2_mixed_feature_sets,1908
geo_knn_macro,"(128, 128)",0.3,0.001,0.001,adam,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,1909
geo_knn_macro,"(512, 256)",0.35,0.001,0.001,adam,cosine,64,gelu,mse,False,62,block2_mixed_feature_sets,1910
geo_knn_macro,"(256, 256)",0.1,0.0003,0.0001,adamw,plateau,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1911
all_features,"(256, 256, 128)",0.3,0.0005,0.0001,adam,cosine,64,gelu,mse,False,42,block2_mixed_feature_sets,1912
all_features,"(512, 256, 128)",0.35,0.0005,0.0001,adam,cosine,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1913
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.25,0.0005,0.0001,adam,plateau,256,relu,mse,True,42,block2_mixed_feature_sets,1914
geo_knn_density_macro,"(256, 128, 64)",0.35,0.0005,0.0001,adamw,cosine,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1915
all_without_current_crime_only,"(128, 128)",0.25,0.001,0.001,adam,cosine,64,gelu,smooth_l1,False,42,block2_mixed_feature_sets,1916
all_features,"(128, 128, 64)",0.3,0.0007,0.0005,adam,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,1917
geo_knn_density_macro,"(256, 128, 64)",0.2,0.0005,0.0005,adamw,cosine,256,relu,mse,True,42,block2_mixed_feature_sets,1918
geo_knn_density_macro,"(512, 256)",0.2,0.0003,0.002,adam,cosine,64,gelu,mse,True,52,block2_mixed_feature_sets,1919
geo_knn_macro,"(256, 128, 64)",0.3,0.0007,0.001,adamw,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,1920
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.2,0.001,0.002,adamw,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,1921
geo_knn_density_macro,"(256, 128, 64)",0.35,0.001,0.0001,adam,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1922
all_features,"(128, 128)",0.3,0.0005,0.001,adamw,cosine,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,1923
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.0003,0.0001,adam,cosine,256,relu,mse,False,42,block2_mixed_feature_sets,1924
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.0005,0.002,adamw,plateau,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,1925
geo_knn_macro,"(128, 128)",0.2,0.0007,0.001,adam,plateau,256,relu,smooth_l1,True,42,block2_mixed_feature_sets,1926
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.0007,0.0005,adam,cosine,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1927
all_without_current_crime_only,"(256, 256, 128)",0.3,0.001,0.002,adam,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,1928
geo_knn_density_macro,"(128, 128, 64)",0.3,0.0005,0.0001,adamw,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1929
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.0003,0.002,adam,plateau,64,gelu,mse,False,62,block2_mixed_feature_sets,1930
all_features,"(128, 128)",0.35,0.001,0.0001,adamw,plateau,256,gelu,mse,True,62,block2_mixed_feature_sets,1931
all_without_current_crime_only,"(128, 128)",0.1,0.001,0.001,adamw,cosine,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,1932
all_features,"(512, 256, 128)",0.3,0.0003,0.001,adam,cosine,128,relu,smooth_l1,True,42,block2_mixed_feature_sets,1933
all_features,"(512, 256)",0.3,0.0007,0.002,adam,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,1934
geo_knn_macro,"(128, 128)",0.25,0.0007,0.002,adam,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1935
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.0007,0.0001,adamw,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,1936
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0007,0.0005,adam,cosine,64,relu,mse,True,52,block2_mixed_feature_sets,1937
geo_knn_macro,"(128, 128)",0.2,0.0003,0.0001,adamw,cosine,64,relu,mse,True,52,block2_mixed_feature_sets,1938
all_features,"(512, 256, 128)",0.2,0.0007,0.0001,adam,plateau,128,relu,mse,False,52,block2_mixed_feature_sets,1939
crime_only_subset,"(128, 128)",0.1,0.0005,0.001,adam,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,1940
all_without_current_crime_only,"(512, 256, 128)",0.3,0.0005,0.0005,adam,cosine,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,1941
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.25,0.0005,0.0005,adamw,cosine,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1942
all_without_current_crime_only,"(128, 128)",0.25,0.0007,0.002,adam,cosine,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,1943
geo_knn_density_macro,"(256, 128, 64)",0.35,0.0003,0.0005,adam,cosine,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1944
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.35,0.0003,0.0005,adam,cosine,256,relu,mse,False,42,block2_mixed_feature_sets,1945
all_without_current_crime_only,"(128, 128)",0.1,0.0005,0.0005,adamw,plateau,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,1946
all_without_current_crime_only,"(512, 256)",0.25,0.0007,0.001,adamw,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1947
crime_only_subset,"(128, 128)",0.35,0.0007,0.001,adam,plateau,256,relu,mse,False,42,block2_mixed_feature_sets,1948
geo_macro_plus_city_crime_only,"(512, 256)",0.3,0.0007,0.001,adamw,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,1949
geo_knn_macro,"(128, 128)",0.35,0.0007,0.0001,adamw,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1950
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.35,0.0003,0.0005,adam,plateau,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,1951
geo_knn_density_macro,"(256, 256)",0.3,0.0005,0.0001,adamw,plateau,256,gelu,mse,False,42,block2_mixed_feature_sets,1952
geo_macro_plus_city_crime_only,"(128, 128)",0.25,0.0005,0.001,adamw,plateau,64,gelu,mse,True,42,block2_mixed_feature_sets,1953
all_features,"(256, 256)",0.25,0.0007,0.001,adam,cosine,64,relu,mse,False,42,block2_mixed_feature_sets,1954
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.35,0.0005,0.001,adamw,cosine,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,1955
all_without_current_crime_only,"(256, 256)",0.2,0.0003,0.001,adam,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1956
all_features,"(128, 128)",0.1,0.001,0.001,adam,plateau,256,relu,mse,False,42,block2_mixed_feature_sets,1957
all_without_current_crime_only,"(256, 128, 64)",0.25,0.0005,0.0001,adam,cosine,256,gelu,mse,True,52,block2_mixed_feature_sets,1958
crime_only_subset,"(256, 256)",0.1,0.001,0.0005,adamw,plateau,256,gelu,mse,False,42,block2_mixed_feature_sets,1959
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.35,0.0005,0.0001,adamw,cosine,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,1960
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.0005,0.002,adamw,plateau,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,1961
geo_knn_density_macro,"(128, 128)",0.35,0.001,0.0005,adam,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1962
geo_knn_density_macro,"(128, 128)",0.25,0.0005,0.002,adamw,cosine,128,gelu,smooth_l1,True,52,block2_mixed_feature_sets,1963
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.0007,0.0005,adam,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,1964
all_features,"(128, 128)",0.3,0.0007,0.0001,adamw,cosine,64,relu,mse,True,62,block2_mixed_feature_sets,1965
all_features,"(256, 128, 64)",0.25,0.001,0.0001,adam,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1966
all_without_current_crime_only,"(512, 256, 128)",0.3,0.001,0.0005,adam,plateau,256,relu,mse,False,52,block2_mixed_feature_sets,1967
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.001,0.0005,adamw,cosine,64,relu,mse,False,42,block2_mixed_feature_sets,1968
geo_knn_density_macro,"(512, 256, 128)",0.3,0.0005,0.0001,adamw,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,1969
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.3,0.0003,0.0001,adamw,cosine,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,1970
