city,lat,lon,country,population,country_norm,city_norm
Unterägeri,47.1386,8.5844,Switzerland,8867.0,switzerland,unterägeri
Dobříš,49.7811,14.1672,Czechia,8867.0,czechia,dobříš
Mallāram,18.754,78.112,India,8867.0,india,mallāram
Gangapatnam,14.5237,80.1521,India,8867.0,india,gangapatnam
Dāra,26.1546,86.4483,India,8867.0,india,dāra
Blacklick Estates,39.9049,-82.8655,United States,8867.0,united states,blacklick estates
Clayton,39.6627,-75.0782,United States,8867.0,united states,clayton
Papara,10.6167,-6.25,Côte d’Ivoire,8866.0,côte d’ivoire,papara
Angmering,50.8288,-0.4846,United Kingdom,8866.0,united kingdom,angmering
Kambūr,10.1599,78.3264,India,8866.0,india,kambūr
Golakpur,25.1777,85.0728,India,8866.0,india,golakpur
Chiranellūr,10.6344,76.1378,India,8866.0,india,chiranellūr
Hunduan,16.83,121.0,Philippines,8866.0,philippines,hunduan
Maipú,-36.8667,-57.8667,Argentina,8865.0,argentina,maipú
Kanakpur,24.4976,88.0361,India,8865.0,india,kanakpur
Aināpur,16.48,74.78,India,8865.0,india,aināpur
Katahra,26.2235,87.0643,India,8865.0,india,katahra
Teolo,45.35,11.6667,Italy,8865.0,italy,teolo
West Perth,43.47,-81.2,Canada,8865.0,canada,west perth
Ratanpur,26.5091,85.1259,India,8864.0,india,ratanpur
Ayapango,19.1264,-98.8028,Mexico,8864.0,mexico,ayapango
Olney,38.7285,-88.0839,United States,8864.0,united states,olney
Kos,36.85,27.2333,Greece,8863.0,greece,kos
Mannamangalam,10.4944,76.3361,India,8863.0,india,mannamangalam
Muriyād,10.3667,76.2667,India,8863.0,india,muriyād
Lambarkiyine,33.2,-7.5,Morocco,8863.0,morocco,lambarkiyine
Kéllé,-0.0608,14.4878,Congo (Brazzaville),8862.0,congo (brazzaville),kéllé
Sorisole,45.7375,9.6564,Italy,8862.0,italy,sorisole
Ponta do Sol,32.6811,-17.1042,Portugal,8862.0,portugal,ponta do sol
Clanton,32.8444,-86.6233,United States,8862.0,united states,clanton
Whippany,40.8233,-74.4184,United States,8862.0,united states,whippany
Collingdale,39.9151,-75.2776,United States,8862.0,united states,collingdale
Pullalacheruvu,16.1589,79.3986,India,8861.0,india,pullalacheruvu
Sirikonda,17.1667,79.7,India,8861.0,india,sirikonda
Jogiāra,26.4083,85.75,India,8861.0,india,jogiāra
Gondauli,27.83,77.88,India,8861.0,india,gondauli
Viagrande,37.6167,15.1,Italy,8861.0,italy,viagrande
Al Abraq,32.7899,22.0005,Libya,8861.0,libya,al abraq
Signal Mountain,35.1448,-85.3457,United States,8861.0,united states,signal mountain
Larkfield-Wikiup,38.513,-122.7536,United States,8861.0,united states,larkfield-wikiup
Bee Cave,30.3084,-97.9629,United States,8861.0,united states,bee cave
Rocas de Santo Domingo,-33.6358,-71.6281,Chile,8860.0,chile,rocas de santo domingo
Striano,40.8167,14.5667,Italy,8860.0,italy,striano
North Cornwall,40.3134,-76.4515,United States,8860.0,united states,north cornwall
Yanchep,-31.55,115.634,Australia,8859.0,australia,yanchep
González,8.4,-73.3333,Colombia,8859.0,colombia,gonzález
Japurá,-1.8261,-66.5989,Brazil,8858.0,brazil,japurá
Devnya,43.218,27.558,Bulgaria,8857.0,bulgaria,devnya
Achacachi,-16.0444,-68.685,Bolivia,8857.0,bolivia,achacachi
Ak’ordat,15.55,37.8833,Eritrea,8857.0,eritrea,ak’ordat
Vannikkonendal,8.9959,77.6245,India,8857.0,india,vannikkonendal
Pandino,45.4,9.55,Italy,8856.0,italy,pandino
Amtala,26.1,91.39,India,8854.0,india,amtala
Sulahpet,17.4014,77.3472,India,8853.0,india,sulahpet
Pleasant Hill,38.8059,-94.2652,United States,8853.0,united states,pleasant hill
Burnham on Crouch,51.6284,0.8145,United Kingdom,8852.0,united kingdom,burnham on crouch
Kilchberg,47.3247,8.5492,Switzerland,8851.0,switzerland,kilchberg
Mandalavādi,12.6073,78.6055,India,8851.0,india,mandalavādi
Sakaddi,25.5771,84.7554,India,8851.0,india,sakaddi
Gilgit,35.9208,74.3083,Pakistan,8851.0,pakistan,gilgit
Monastyryshche,48.99,29.8011,Ukraine,8851.0,ukraine,monastyryshche
Harwood Heights,41.9663,-87.8057,United States,8851.0,united states,harwood heights
Australia,22.4989,-81.1349,Cuba,8850.0,cuba,australia
Keora,25.4374,85.0726,India,8850.0,india,keora
Kadiyadda,16.8774,81.5149,India,8850.0,india,kadiyadda
Khetko,23.7554,85.9122,India,8850.0,india,khetko
Aït Ouaoumana,32.7128,-5.8042,Morocco,8850.0,morocco,aït ouaoumana
Landquart,46.9497,9.5667,Switzerland,8849.0,switzerland,landquart
Shankarpur,26.1821,87.1552,India,8849.0,india,shankarpur
Kressbronn am Bodensee,47.5958,9.6,Germany,8847.0,germany,kressbronn am bodensee
Saarijärvi,62.705,25.2583,Finland,8847.0,finland,saarijärvi
Cockermouth,54.6613,-3.362,United Kingdom,8847.0,united kingdom,cockermouth
Malangām,34.4383,74.5575,India,8847.0,india,malangām
Aradeo,40.1333,18.1333,Italy,8847.0,italy,aradeo
Aït Hadi,31.3942,-8.7725,Morocco,8847.0,morocco,aït hadi
Jaimalpura,28.9619,75.9569,India,8846.0,india,jaimalpura
Karariyā,26.5249,84.791,India,8846.0,india,karariyā
Moka,-20.219,57.496,Mauritius,8846.0,mauritius,moka
Ban Pong Tao,18.8333,99.95,Thailand,8846.0,thailand,ban pong tao
Tirumalaippatti,11.0,21.0,India,8845.0,india,tirumalaippatti
Bersenbrück,52.5333,7.9167,Germany,8844.0,germany,bersenbrück
Sewāri,25.1,73.283,India,8844.0,india,sewāri
Kālkuni,14.6,74.8333,India,8844.0,india,kālkuni
Duvvūru,14.5507,79.8331,India,8844.0,india,duvvūru
Nimmekal,17.2372,79.6633,India,8844.0,india,nimmekal
Casorate Primo,45.3167,9.0167,Italy,8844.0,italy,casorate primo
Marina del Rey,33.9765,-118.4486,United States,8844.0,united states,marina del rey
Bansang,13.4333,-14.65,"Gambia, The",8843.0,"gambia, the",bansang
Zoeterwoude,52.1333,4.5,Netherlands,8843.0,netherlands,zoeterwoude
Şabanözü,40.4825,33.2836,Turkey,8843.0,turkey,şabanözü
Orivesi,61.675,24.3583,Finland,8842.0,finland,orivesi
Nellutla,17.7034,79.1956,India,8842.0,india,nellutla
Pallippatti,11.8722,77.897,India,8842.0,india,pallippatti
Drazinda,31.7069,70.1352,Pakistan,8842.0,pakistan,drazinda
Caturama,-13.3289,-42.2908,Brazil,8841.0,brazil,caturama
Madnūr,18.5,77.6333,India,8841.0,india,madnūr
Thief River Falls,48.1108,-96.1778,United States,8841.0,united states,thief river falls
Andalusia,31.3102,-86.4781,United States,8841.0,united states,andalusia
Pearsall,28.8915,-99.0975,United States,8841.0,united states,pearsall
Chak Habib,25.7238,85.8789,India,8840.0,india,chak habib
Pā’īn Chāf,37.2294,50.2544,Iran,8840.0,iran,pā’īn chāf
Bloomingdale,36.5793,-82.5096,United States,8840.0,united states,bloomingdale
Panthersville,33.7059,-84.2763,United States,8840.0,united states,panthersville
Ergoldsbach,48.6833,12.2,Germany,8839.0,germany,ergoldsbach
Smižany,48.9584,20.5177,Slovakia,8838.0,slovakia,smižany
Ban Noen Kum Nueng,16.55,100.4167,Thailand,8838.0,thailand,ban noen kum nueng
Garching an der Alz,48.1167,12.5833,Germany,8837.0,germany,garching an der alz
Vinjam,13.2544,79.263,India,8837.0,india,vinjam
Ban Muang Kham,19.5008,99.7466,Thailand,8837.0,thailand,ban muang kham
Sæby,57.3319,10.5225,Denmark,8836.0,denmark,sæby
Timmapuram,17.1036,81.0781,India,8836.0,india,timmapuram
Madanāncheri,12.7034,78.5991,India,8836.0,india,madanāncheri
Machadodorp,-25.6667,30.25,South Africa,8835.0,south africa,machadodorp
Armazém,-28.2619,-49.0178,Brazil,8834.0,brazil,armazém
Ospina,1.0581,-77.5664,Colombia,8834.0,colombia,ospina
Weilmünster,50.4333,8.3667,Germany,8834.0,germany,weilmünster
El Realejo,12.5333,-87.1667,Nicaragua,8834.0,nicaragua,el realejo
Pitman,39.7335,-75.1306,United States,8834.0,united states,pitman
Rockwood,37.463,-77.5744,United States,8834.0,united states,rockwood
Potengi,-7.0908,-40.0269,Brazil,8833.0,brazil,potengi
Urânia,-20.2458,-50.6428,Brazil,8833.0,brazil,urânia
Sānwas,25.1795,85.7148,India,8833.0,india,sānwas
Moslem Ebn-e ‘Aqīl,32.0561,48.3056,Iran,8833.0,iran,moslem ebn-e ‘aqīl
Campbellton,48.005,-66.6731,Canada,8833.0,canada,campbellton
Mühlhausen,49.2475,8.7239,Germany,8832.0,germany,mühlhausen
Bīrpur,32.6617,74.9518,India,8832.0,india,bīrpur
Al Buwayḑah,33.4259,36.3205,Syria,8832.0,syria,al buwayḑah
St. Pete Beach,27.7235,-82.7387,United States,8832.0,united states,st. pete beach
San Juan de la Costa,-40.5167,-73.4,Chile,8831.0,chile,san juan de la costa
Winslow,35.0243,-110.7095,United States,8831.0,united states,winslow
Bayport,40.7461,-73.0546,United States,8831.0,united states,bayport
Jackson,39.9057,-76.8796,United States,8831.0,united states,jackson
Qızılhacılı,40.5772,46.8578,Azerbaijan,8830.0,azerbaijan,qızılhacılı
Cumnock,55.4529,-4.2638,United Kingdom,8830.0,united kingdom,cumnock
Ablu,30.3391,74.7879,India,8830.0,india,ablu
Tāmganj,26.2478,87.1569,India,8830.0,india,tāmganj
Piriápolis,-34.9,-55.2833,Uruguay,8830.0,uruguay,piriápolis
Maria Enzersdorf,48.1,16.2833,Austria,8829.0,austria,maria enzersdorf
Upper Makefield,40.2941,-74.925,United States,8829.0,united states,upper makefield
Pibrac,43.6175,1.2856,France,8828.0,france,pibrac
Hamsāvaram,17.2938,82.4942,India,8828.0,india,hamsāvaram
Tirano,46.2164,10.1689,Italy,8828.0,italy,tirano
Lienen,52.1461,7.9739,Germany,8827.0,germany,lienen
Muhos,64.8,26.0,Finland,8827.0,finland,muhos
Golbey,48.1967,6.4381,France,8827.0,france,golbey
Velaux,43.5286,5.2564,France,8827.0,france,velaux
Kaï,10.9667,-5.7,Mali,8827.0,mali,kaï
Côn Đảo,8.6931,106.5767,Vietnam,8827.0,vietnam,côn đảo
Hucclecote,51.85,-2.18,United Kingdom,8826.0,united kingdom,hucclecote
Higham Ferrers,52.3057,-0.5844,United Kingdom,8825.0,united kingdom,higham ferrers
Mahāgaon,17.5211,76.915,India,8825.0,india,mahāgaon
Reyes,-14.2958,-67.3353,Bolivia,8824.0,bolivia,reyes
Neuenhof,47.4469,8.3292,Switzerland,8824.0,switzerland,neuenhof
Le Portel,50.7075,1.5744,France,8824.0,france,le portel
Satwār,26.2163,84.512,India,8824.0,india,satwār
Rāmgarh,25.2889,83.6535,India,8824.0,india,rāmgarh
Missaglia,45.7,9.3333,Italy,8824.0,italy,missaglia
Bouati Mahmoud,36.5833,7.3333,Algeria,8823.0,algeria,bouati mahmoud
Roquevaire,43.35,5.6053,France,8823.0,france,roquevaire
Montecito,34.4384,-119.6309,United States,8823.0,united states,montecito
Sabáudia,-23.3178,-51.5528,Brazil,8822.0,brazil,sabáudia
Memmelsdorf,49.9328,10.9533,Germany,8822.0,germany,memmelsdorf
Balneario Monte Hermoso,-38.9833,-61.3,Argentina,8821.0,argentina,balneario monte hermoso
Jonnagiri,15.2303,77.5714,India,8821.0,india,jonnagiri
Chakla Waini,25.9081,85.6836,India,8821.0,india,chakla waini
Kodavatipūdi,17.4887,82.6046,India,8821.0,india,kodavatipūdi
Sekimachi,33.0597,130.5439,Japan,8821.0,japan,sekimachi
Entrerríos,6.5667,-75.5167,Colombia,8820.0,colombia,entrerríos
Arbaa Sahel,29.5993,-9.877,Morocco,8820.0,morocco,arbaa sahel
Carbondale,41.5714,-75.5048,United States,8820.0,united states,carbondale
Sonsbeck,51.6089,6.3769,Germany,8819.0,germany,sonsbeck
Woodmoor,39.1063,-104.8456,United States,8819.0,united states,woodmoor
Valasa,14.1632,76.9469,India,8818.0,india,valasa
Kukraun,25.7647,87.1847,India,8818.0,india,kukraun
Baciu,46.7928,23.525,Romania,8818.0,romania,baciu
Bāsmanpur,26.6433,84.9789,India,8817.0,india,bāsmanpur
Vadapalanji,9.9266,78.0096,India,8817.0,india,vadapalanji
Albinea,44.6167,10.6,Italy,8817.0,italy,albinea
Ḩīsh,35.5479,36.6436,Syria,8817.0,syria,ḩīsh
Adigoppula,16.4402,79.6235,India,8816.0,india,adigoppula
Soresina,45.2865,9.857,Italy,8816.0,italy,soresina
São Sebastião do Curral,-20.2758,-45.005,Brazil,8815.0,brazil,são sebastião do curral
Neuhaus am Rennweg,50.5167,11.15,Germany,8815.0,germany,neuhaus am rennweg
Mahela,-19.4944,48.4866,Madagascar,8815.0,madagascar,mahela
Takua Pa,8.8705,98.3438,Thailand,8815.0,thailand,takua pa
Yacimiento Río Turbio,-51.5333,-72.3,Argentina,8814.0,argentina,yacimiento río turbio
Rangvāsa,22.6435,75.7886,India,8814.0,india,rangvāsa
Baramandougou,13.6,-4.6,Mali,8814.0,mali,baramandougou
Ban Si Don Chai,20.13,100.3614,Thailand,8813.0,thailand,ban si don chai
San Martín de Valdeiglesias,40.364,-4.401,Spain,8812.0,spain,san martín de valdeiglesias
Le Teil,44.5458,4.6831,France,8812.0,france,le teil
Mānsong,27.1628,88.5661,India,8812.0,india,mānsong
Horodenka,48.6675,25.5003,Ukraine,8812.0,ukraine,horodenka
Takouta,10.3,1.2,Benin,8811.0,benin,takouta
Naunhof,51.2778,12.5883,Germany,8811.0,germany,naunhof
Hoyo de Manzanares,40.6333,-3.8833,Spain,8811.0,spain,hoyo de manzanares
Paramé,48.6603,-1.9792,France,8811.0,france,paramé
Bārun,24.8602,84.2232,India,8811.0,india,bārun
Sorala,19.1297,84.7506,India,8811.0,india,sorala
Schuylkill,40.1086,-75.4982,United States,8811.0,united states,schuylkill
Jolfā,38.9386,45.6253,Iran,8810.0,iran,jolfā
Porto Santo Stefano,42.4353,11.1175,Italy,8810.0,italy,porto santo stefano
Park Forest Village,40.7996,-77.9084,United States,8810.0,united states,park forest village
Kampong Tunah Jambu,4.9957,115.0019,Brunei,8809.0,brunei,kampong tunah jambu
Saint-Jean-de-Monts,46.7936,-2.0587,France,8809.0,france,saint-jean-de-monts
Nagykovácsi,47.58,18.88,Hungary,8809.0,hungary,nagykovácsi
Mokhotlong,-29.2885,29.0656,Lesotho,8809.0,lesotho,mokhotlong
Bolszewo,54.6242,18.1753,Poland,8808.0,poland,bolszewo
Fort Valley,32.552,-83.8817,United States,8808.0,united states,fort valley
Hünenberg,47.1761,8.4264,Switzerland,8807.0,switzerland,hünenberg
Mālipākar,25.3567,87.9005,India,8807.0,india,mālipākar
Ineu,46.4258,21.8369,Romania,8807.0,romania,ineu
Savoy,40.06,-88.2552,United States,8807.0,united states,savoy
Aransas Pass,27.8876,-97.1136,United States,8807.0,united states,aransas pass
Mousoulou,7.3899,1.9367,Benin,8806.0,benin,mousoulou
San Miguel,-1.7,-79.0333,Ecuador,8806.0,ecuador,san miguel
Lusca,53.5281,-6.1692,Ireland,8806.0,ireland,lusca
Ala,45.7607,11.0046,Italy,8806.0,italy,ala
Tagapul-an,12.05,124.15,Philippines,8805.0,philippines,tagapul-an
Nartan,43.5167,43.7,Russia,8805.0,russia,nartan
Baxter,46.3426,-94.2793,United States,8804.0,united states,baxter
Rrëshen,41.7667,19.8833,Albania,8803.0,albania,rrëshen
Caapiranga,-3.3167,-61.2,Brazil,8803.0,brazil,caapiranga
Playa de Aro,41.8176,3.0683,Spain,8803.0,spain,playa de aro
Iklod,26.0222,77.3208,India,8803.0,india,iklod
Dhobipet,17.4716,78.087,India,8803.0,india,dhobipet
Boonton,40.9047,-74.4048,United States,8803.0,united states,boonton
Brownfield,33.1757,-102.273,United States,8803.0,united states,brownfield
Valley Cottage,41.1162,-73.9433,United States,8803.0,united states,valley cottage
Pittsgrove,39.5404,-75.1291,United States,8803.0,united states,pittsgrove
Alvorada,-12.48,-49.125,Brazil,8802.0,brazil,alvorada
Akom II,2.7833,10.5667,Cameroon,8802.0,cameroon,akom ii
Périgny,46.1533,-1.0953,France,8802.0,france,périgny
Ranjal,18.7458,77.9483,India,8802.0,india,ranjal
Tausa,5.1964,-73.8875,Colombia,8801.0,colombia,tausa
Tillaivilāgam,10.4127,79.5547,India,8801.0,india,tillaivilāgam
Rabo de Peixe,37.81,-25.5856,Portugal,8801.0,portugal,rabo de peixe
Bernolákovo,48.1992,17.3003,Slovakia,8801.0,slovakia,bernolákovo
Beni Hassane,35.57,10.82,Tunisia,8801.0,tunisia,beni hassane
Angor,37.4639,67.15,Uzbekistan,8801.0,uzbekistan,angor
Bath,43.9346,-69.8346,United States,8801.0,united states,bath
Dehri,25.4252,83.8201,India,8800.0,india,dehri
Taragi,32.2642,130.9358,Japan,8800.0,japan,taragi
Hlevakha,50.2622,30.2894,Ukraine,8800.0,ukraine,hlevakha
G‘ozg‘on,40.5944,65.4964,Uzbekistan,8800.0,uzbekistan,g‘ozg‘on
Veľké Kapušany,48.55,22.0833,Slovakia,8799.0,slovakia,veľké kapušany
Madison Park,40.4454,-74.2966,United States,8798.0,united states,madison park
Highland Park,42.4052,-83.0977,United States,8798.0,united states,highland park
Penugolanu,16.9771,80.4369,India,8797.0,india,penugolanu
Vanduvāncheri,10.4292,79.6498,India,8797.0,india,vanduvāncheri
Tissint,29.9006,-7.3203,Morocco,8797.0,morocco,tissint
Ulstein,62.3564,5.8539,Norway,8797.0,norway,ulstein
Cristuru Secuiesc,46.2917,25.0353,Romania,8797.0,romania,cristuru secuiesc
Paloma Creek South,33.21,-96.9325,United States,8797.0,united states,paloma creek south
Waldenbuch,48.6372,9.1317,Germany,8796.0,germany,waldenbuch
Großenlüder,50.5833,9.5333,Germany,8796.0,germany,großenlüder
San Ignacio,14.6574,-87.0367,Honduras,8796.0,honduras,san ignacio
Madhuban,25.8838,86.8176,India,8796.0,india,madhuban
Bommayapālaiyam,11.9922,79.8499,India,8796.0,india,bommayapālaiyam
Uta,39.2883,8.9576,Italy,8796.0,italy,uta
Gopālpur,19.2586,84.9052,India,8795.0,india,gopālpur
Maisaram,17.1329,78.4367,India,8795.0,india,maisaram
Santa María Xadani,16.3667,-95.0167,Mexico,8795.0,mexico,santa maría xadani
Hernando,28.9451,-82.3781,United States,8795.0,united states,hernando
Alfreton,53.097,-1.38,United Kingdom,8794.0,united kingdom,alfreton
Gudibanda,13.67,77.7,India,8794.0,india,gudibanda
Baikunthapur,22.9808,88.2058,India,8794.0,india,baikunthapur
Monmouth,40.914,-90.6425,United States,8794.0,united states,monmouth
Whitehouse,32.2222,-95.221,United States,8794.0,united states,whitehouse
Lichtervelde,51.0333,3.1333,Belgium,8793.0,belgium,lichtervelde
Obertraubling,48.9658,12.1669,Germany,8793.0,germany,obertraubling
Puraini,26.0607,87.0331,India,8793.0,india,puraini
Ntossoni,12.6383,-5.5789,Mali,8793.0,mali,ntossoni
Strijen,51.7422,4.5514,Netherlands,8793.0,netherlands,strijen
Haţeg,45.6075,22.95,Romania,8793.0,romania,haţeg
Chok Chai,14.7333,102.1667,Thailand,8793.0,thailand,chok chai
Chīchkah,37.0706,69.2983,Afghanistan,8792.0,afghanistan,chīchkah
Branston,52.787,-1.659,United Kingdom,8792.0,united kingdom,branston
Hoquiam,46.9863,-123.9022,United States,8792.0,united states,hoquiam
Hornsea,53.9108,-0.1676,United Kingdom,8791.0,united kingdom,hornsea
Gudivāda,17.3974,82.7908,India,8791.0,india,gudivāda
Rautara,25.663,87.5378,India,8791.0,india,rautara
Abcoude,52.27,4.97,Netherlands,8791.0,netherlands,abcoude
Fort Irwin,35.2477,-116.6834,United States,8791.0,united states,fort irwin
Engerwitzdorf,48.3397,14.4256,Austria,8790.0,austria,engerwitzdorf
Lontra,-15.9073,-44.3038,Brazil,8790.0,brazil,lontra
La Grande Racine,46.9068,6.7633,Switzerland,8790.0,switzerland,la grande racine
Bridgewater,44.37,-64.52,Canada,8790.0,canada,bridgewater
Falla,22.171,-78.7872,Cuba,8789.0,cuba,falla
Volkach,49.8667,10.2167,Germany,8789.0,germany,volkach
Miyār,13.1945,75.0484,India,8789.0,india,miyār
Kukrahill,12.25,-83.75,Nicaragua,8789.0,nicaragua,kukrahill
Efringen-Kirchen,47.6556,7.5658,Germany,8788.0,germany,efringen-kirchen
Schleiz,50.5833,11.8167,Germany,8788.0,germany,schleiz
Heek,52.1167,7.0997,Germany,8788.0,germany,heek
Varatanapalli,12.5828,78.302,India,8788.0,india,varatanapalli
Gholia Kalān,30.6726,75.18,India,8788.0,india,gholia kalān
Porcari,43.8415,10.6163,Italy,8788.0,italy,porcari
Treze Tílias,-27.0019,-51.4058,Brazil,8787.0,brazil,treze tílias
El Outaya,35.0333,5.6,Algeria,8787.0,algeria,el outaya
Longvic,47.2886,5.0644,France,8787.0,france,longvic
Khānāpur,17.9004,79.9277,India,8787.0,india,khānāpur
Hope,33.6682,-93.5895,United States,8787.0,united states,hope
Bad Bergzabern,49.1028,7.9991,Germany,8786.0,germany,bad bergzabern
Sarlat-la-Canéda,44.8928,1.2153,France,8786.0,france,sarlat-la-canéda
Tlagasana,-7.1786,109.5057,Indonesia,8786.0,indonesia,tlagasana
Soeda,33.5719,130.8539,Japan,8786.0,japan,soeda
Dock Junction,31.2031,-81.5155,United States,8786.0,united states,dock junction
Sowān,25.554,84.2334,India,8785.0,india,sowān
Madhubani,26.3272,87.016,India,8785.0,india,madhubani
La Loggia,44.9577,7.6673,Italy,8785.0,italy,la loggia
Toulou,14.1688,5.199,Niger,8785.0,niger,toulou
Koekelare,51.0833,2.9667,Belgium,8784.0,belgium,koekelare
Dharāwat,25.0592,85.042,India,8784.0,india,dharāwat
Ban Sai Yoi,16.4167,100.6,Thailand,8784.0,thailand,ban sai yoi
Costa Volpino,45.8306,10.0992,Italy,8783.0,italy,costa volpino
Cofimvaba,-32.0025,27.5806,South Africa,8783.0,south africa,cofimvaba
La Chapelle d’Armentières,50.6736,2.8961,France,8782.0,france,la chapelle d’armentières
Dunn Loring,38.8945,-77.2315,United States,8782.0,united states,dunn loring
Belsh,40.9833,19.8833,Albania,8781.0,albania,belsh
Chahana,36.6794,5.9572,Algeria,8781.0,algeria,chahana
Bhāsaula Dānāpur,25.5509,85.0308,India,8781.0,india,bhāsaula dānāpur
Garsekurti,18.5083,78.9774,India,8781.0,india,garsekurti
Topanga,34.0965,-118.6053,United States,8781.0,united states,topanga
Cherry Hinton,52.1849,0.176,United Kingdom,8780.0,united kingdom,cherry hinton
Annan,54.983,-3.266,United Kingdom,8780.0,united kingdom,annan
Nueva Ocotepeque,14.4355,-89.1845,Honduras,8780.0,honduras,nueva ocotepeque
Kampel,22.6167,76.05,India,8780.0,india,kampel
Bachchannapet,17.7883,79.0349,India,8779.0,india,bachchannapet
Yelandūr,12.07,77.03,India,8779.0,india,yelandūr
Kūnimedu,12.0885,79.894,India,8779.0,india,kūnimedu
Moe,-38.1722,146.2678,Australia,8778.0,australia,moe
Bundehra,25.3776,86.7376,India,8778.0,india,bundehra
Edgemere,39.2273,-76.459,United States,8778.0,united states,edgemere
